,state,year,net total,pct_renters,median_age,pct_female,pct_age_20_34,pct_age_65_plus,pct_college_grads,pct_unemployed,pct_nilf,median_income
614,Arizona,2023,0.008053309344936657,0.296701108,39,0.501124426,0.20543175,0.193366637,0.243070702,0.020577704,0.319346406,32000
615,Arkansas,2023,0.003152381373648195,0.297036377,38,0.506905753,0.195690497,0.178946857,0.191808802,0.0192243,0.328851086,27000
616,California,2023,-0.006975135337002277,0.406112784,38,0.500730768,0.209950404,0.162147997,0.272075183,0.028461119,0.28946211,32000
617,Colorado,2023,0.0032985398215416573,0.299197973,37,0.493401229,0.221957394,0.160751224,0.339252689,0.020644956,0.255278081,40100
618,Connecticut,2023,0.0007832575005196803,0.289933086,41,0.5079645,0.189374805,0.190758758,0.322112333,0.024762688,0.279805849,38000
619,Delaware,2023,0.009194465154926047,0.223519949,42,0.512871527,0.179720707,0.214536433,0.267128279,0.015459012,0.309826629,35000
620,District of Columbia ,2023,-0.011897003867256062,0.517118526,34,0.527497452,0.287849867,0.132064356,0.502020702,0.03233123,0.227775225,61000
621,Florida,2023,0.0051800207692769724,0.301821711,42,0.508511403,0.181201037,0.217355029,0.262797842,0.020370819,0.331514344,30000
622,Georgia,2023,0.0052343471312324905,0.302312302,37,0.512272075,0.204960239,0.153987038,0.249936464,0.022493235,0.286384168,30000
623,Hawaii,2023,-8.462979640559004e-05,0.333621575,41,0.49828797,0.18960755,0.211495341,0.275177718,0.017458948,0.305200615,35000
624,Idaho,2023,0.008150628738058607,0.237249367,37,0.495246665,0.19846686,0.173988638,0.221365218,0.017974517,0.295401496,30000
625,Illinois,2023,-0.007512344315677846,0.27278429,39,0.506069194,0.198534004,0.176159266,0.281057802,0.02541816,0.281228722,35000
626,Indiana,2023,0.004230090828415356,0.245478745,38,0.502567763,0.19939789,0.172344026,0.215449158,0.018274754,0.285209741,31100
627,Iowa,2023,-0.0006998848380587175,0.228947953,39,0.500256626,0.190402319,0.186534535,0.230818234,0.015394742,0.272379454,35000
628,Kansas,2023,-0.005416684641156966,0.274727797,37,0.497562868,0.201727094,0.176232177,0.253048497,0.015855553,0.269744711,33000
629,Kentucky,2023,0.0029792023150802954,0.274560698,39,0.504789276,0.197890748,0.177188403,0.200915612,0.020207222,0.318362787,28000
630,Louisiana,2023,-0.006963288771224759,0.285542342,38,0.510779888,0.193446776,0.173830046,0.19208706,0.023240672,0.323958311,25000
631,Maine,2023,0.007616713356724765,0.217951712,44,0.509762689,0.175792171,0.228875808,0.285230153,0.016729693,0.319924025,35000
632,Maryland,2023,-0.0059617711270303145,0.280653559,39,0.514923904,0.187697656,0.172610571,0.317622434,0.021413525,0.261792357,40000
633,Massachusetts,2023,-0.005811581201301243,0.316498745,40,0.511152985,0.206589569,0.184780213,0.362190614,0.022458226,0.274137355,40000
634,Michigan,2023,-0.0021106425980635026,0.217301015,40,0.504668654,0.196971863,0.192454993,0.239523711,0.022239234,0.312741394,31000
635,Minnesota,2023,-0.0016068652563208385,0.215540314,39,0.498333454,0.191089446,0.178600066,0.293232995,0.01598612,0.253098033,40000
636,Mississippi,2023,0.0008589462417121947,0.250409057,39,0.514702571,0.18490351,0.175903241,0.178403505,0.021244757,0.340870296,24000
637,Missouri,2023,0.0012044932846910945,0.2626848,39,0.506618458,0.196351738,0.183979228,0.239944249,0.017434358,0.292053493,32000
638,Montana,2023,-0.00011696156100049482,0.259928391,40,0.49731553,0.195321024,0.20491838,0.258175231,0.012546654,0.305180383,32000
639,Nebraska,2023,-0.00019962333475065375,0.275111088,37,0.494972905,0.201197041,0.172916312,0.243915347,0.014030173,0.242620853,35100
640,Nevada,2023,0.005128826934220183,0.373777462,39,0.496611646,0.199826497,0.173626939,0.209344444,0.022333146,0.297331456,32000
641,New Hampshire,2023,-0.005030176058480697,0.225085482,43,0.500948608,0.186151889,0.206416443,0.310871764,0.01405438,0.282398538,40500
642,New Jersey,2023,-0.007591789818116264,0.320236779,40,0.507687087,0.186655654,0.177697692,0.326099327,0.025744709,0.268455999,38600
643,New Mexico,2023,-0.000302662244421055,0.273093511,39,0.502504054,0.19436797,0.200712174,0.230567862,0.022937318,0.335469981,27000
644,New York,2023,-0.009213559409046827,0.402061783,40,0.511884698,0.202853159,0.185940312,0.306278363,0.025777601,0.303937476,34000
645,North Carolina,2023,0.009590950630690917,0.29748758,39,0.510255696,0.199873637,0.17693033,0.266774159,0.020255843,0.298892131,31000
646,North Dakota,2023,0.016812454618675584,0.281456413,36,0.48874256,0.224070894,0.171840199,0.240673227,0.014620002,0.240960244,39000
647,Ohio,2023,1.1849307517988045e-05,0.281273569,39,0.506547253,0.195387214,0.187764908,0.233835839,0.020261948,0.293717724,32000
648,Oklahoma,2023,0.0056194132765025676,0.303956955,37,0.501128564,0.202741658,0.167127137,0.201211991,0.02225405,0.305993304,28000
649,Oregon,2023,-0.001602610194835704,0.316301149,40,0.503061399,0.198506717,0.196191062,0.28291158,0.021532552,0.311962513,34100
650,Pennsylvania,2023,-0.002787708467204445,0.25294007,41,0.507509557,0.189266702,0.200361404,0.262508503,0.022384516,0.305838293,33000
651,Rhode Island,2023,-6.445169909970877e-05,0.300023176,40,0.510153637,0.206016267,0.19433338,0.29644641,0.026236311,0.294934496,37000
652,South Carolina,2023,0.012448705234493165,0.248008627,40,0.515274339,0.18940571,0.193036454,0.24090402,0.021143545,0.315056048,30000
653,South Dakota,2023,0.0005522388489343014,0.255295774,38,0.48817493,0.187225748,0.184407354,0.233109762,0.012459236,0.254196045,35000
654,Tennessee,2023,0.003045519947837645,0.295708588,39,0.508983175,0.201949515,0.175105722,0.233528039,0.020389423,0.300793701,30000
655,Texas,2023,0.004208951926781564,0.321732228,35,0.501391866,0.212060229,0.13752387,0.235949512,0.022308012,0.266228629,30000
656,Utah,2023,-0.0012360583911632562,0.255085972,32,0.494443102,0.233539532,0.121586115,0.244346985,0.017991745,0.227124463,33700
657,Vermont,2023,0.01135445438750991,0.209182287,43,0.501547576,0.181035548,0.2200632,0.317305673,0.015423251,0.300245265,37800
658,Virginia,2023,0.0023788302740847603,0.282154109,39,0.506746448,0.198227727,0.17229211,0.309435687,0.01910197,0.281146387,36500
659,Washington,2023,-0.0005878089134696701,0.315513101,38,0.496637732,0.212083892,0.171513322,0.298987825,0.023093533,0.283738647,40000
660,West Virginia,2023,0.0004969329253485151,0.226421991,42,0.500918325,0.178843674,0.215373282,0.18115262,0.020436468,0.378567865,25600
661,Wisconsin,2023,0.0024308582749638305,0.26199878,40,0.499736675,0.191269769,0.190918388,0.250279016,0.014292614,0.283148831,36700
662,Wyoming,2023,-2.5693444797636467e-05,0.25343588,39,0.494085338,0.189459248,0.189734906,0.217716764,0.017390426,0.29183453,35000
